,Username,Tweet,Likes,Retweets,No
2274,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/4wREl7ySy6",3,3,2274
2275,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/mb4zKRD2O0",5,4,2275
2276,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/TbzZdtPXtG",4,4,2276
2277,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/BrTiUqCTKr",5,2,2277
2278,InfokomPMK,"Yuk, segera lakukan vaksinasi dan lengkapi dosis vaksin kamu agar Indonesia dapat segera pulih dari risiko Covid-19!
#Vaksin #COVID19",1,0,2278
2279,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/xScLQms9ah",3,2,2279
2280,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/phieFun4oR",5,5,2280
2281,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/Qi4SJWVljL",17,8,2281
2282,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/jJWOrDeuad",3,2,2282
2283,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/PL0EM3NFT6",3,2,2283
2284,salehdaulay,"Anggota DPR sarankan Kementerian Kesehatan pakai vaksin COVID-19 halal

https://t.co/HE3BKr4kUb",0,0,2284
2285,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/ZhBuPiyRTF",5,4,2285
2286,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/lHu5XNCqt0",5,4,2286
2287,salehdaulay,"Ungkit Pidato Jokowi di Muktamar NU, DPR Minta Vaksin Covid-19 Berlabel Halal dari MUI https://t.co/iv0UGVT3JI",0,0,2287
2288,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/1cIyoGDyDZ",5,4,2288
2289,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/g5H9Smv4WJ",4,2,2289
2290,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/k4xnUEy18P",6,5,2290
2291,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/Z1K03LyPxZ",6,5,2291
2292,umzella,"Walaupun kita sudah di vaksin jangan merasa kebal dari covid-19 varian baru omicron, kita harus tetap waspada patuhi protokol kesehatan yang ketat

#JanganPergiDulu https://t.co/40kVMDVH2O",1,1,2292
2293,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/XeAFt2Rvzn",5,5,2293
2294,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/65QbtdWRyF",6,6,2294
2295,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/Suq0cq5dbP",5,4,2295
2296,langityang7,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/z697shOfw1",6,3,2296
2297,SekayuLapas,"WARGA BINAAN LAPAS SEKAYU KEMBALI JALANI
VAKSIN COVID-19

https://t.co/CGNcfjbyv7 https://t.co/NvIgJhyyTg",3,0,2297
2298,13_bener,"Kita berharap setelah di vaksin, imun tubuh kita semakin meningkat.
Sehingga hal buruk terpapar virus Covid-19 bisa di minimalisir.

#pendamdiponegoro #kodimpurworejo https://t.co/oLNwYUsY06",0,0,2298
2299,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/DmcAahfxj2",3,2,2299
2300,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/Rb69o8Ejsw",4,4,2300
2301,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/UZvrnWWk31",2,2,2301
2302,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/Ej4kYk0txP",2,2,2302
2303,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/IpWHd9wHNH",2,2,2303
2304,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Ayo vaksin kawan 😊 prokes 5M 👍
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/nZJanYMA1L",2,2,2304
2305,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Ayo vaksin kawan 😊 prokes 5M 👍
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/TyHVuLfxyh",3,1,2305
2306,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Ayo vaksin kawan 😊
prokes 5M 👍
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/07KCbxr6Bh",3,1,2306
2307,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
ayo vaksin kawan 😊
prokes 5M 👍
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/QW4U1Rk6Vg",2,0,2307
2308,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Ayo vaksin kawan 😊 prokes 5M 👍
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/pkXWB5OB4c",2,1,2308
2309,wartakotalive,"Survei John Hopkins: 45 Persen Warga Indonesia Masih Ragukan Keamanan Vaksin Covid-19
 
https://t.co/g7aLXzxFaq lewat @wartakotalive",0,0,2309
2310,langityang7,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/eaZ9TiEZxS",4,5,2310
2311,tvOneNews,Sebanyak 25.271 Anak di Kota Semarang Telah Menerima Vaksin Covid-19 https://t.co/fEZHThxPvW,1,0,2311
2312,Naraera1,"Walaupun kita sudah di vaksin jangan merasa kebal dari covid-19 varian baru omicron, kita harus tetap waspada patuhi protokol kesehatan yang ketat

#JanganPergiDulu https://t.co/aCe7EnzrJY",5,3,2312
2313,langityang7,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/f5E1HFDkjA",6,6,2313
2314,langityang7,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/PwpfTlha8W",6,6,2314
2315,HumasCiputat,"Kamis, 23 Des 2021,Jam 08.00 wib lokasi SDN 06 CIPUTAT Jl. KH. Dewantoro Ciputat Tangsel Kegiatan Melaksanakan Vaksinasi Anak Usia 6 S/D 11 Tahun dengan Target 700 anak jenis vaksin sinovac dengan tetap melaksanakan Protokol Kesehatan Covid 19 https://t.co/wtL4Z9tlgy",0,0,2315
2316,langityang7,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/Mp7kcDZ4ro",4,3,2316
2317,DitEropa1_Kemlu,"Sejumlah 1.058.400 dosis vaksin Moderna dukungan Prancis tiba kemarin, 22 Desember, di Soetta. Ini adalah kedatangan vaksin ke-6 dari Prancis.

Terima kasih atas solidaritas dan dukungan Prancis bagi upaya Indonesia mengatasi pandemi Covid-19.",27,11,2317
2318,langityang7,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/rcrOjSkPmc",4,3,2318
2319,langityang7,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/iuDjrjM1zo",6,6,2319
2320,langityang7,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/IXopY8bOcx",5,3,2320
2321,langityang7,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/ZUEqrl9wI5",6,4,2321
2322,langityang7,"#JanganPergiDulu
Stay safe ♥️
prokes 5M 👍
ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/ioxepPtKTs",3,3,2322
2323,langityang7,"#JanganPergiDulu
Stay safe ♥️ prokes 5M 👍 ayo vaksin kawan😊
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/3yIez4fcYg",3,3,2323
2324,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/pBQHvzSFgT",2,2,2324
2325,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/AM11NNWc4F",2,1,2325
2326,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/hvMTOUlgld",2,1,2326
2327,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/72Bo4Q2ige",2,1,2327
2328,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/fiR8PsfhIE",2,2,2328
2329,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/EFEOs4u9d3",2,1,2329
2330,suryo45779516,UPP Kab.Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa barua kec.eremerasa Sekaligus sosialisasi sapu bersih pungutan liar...🖐️🖐️🖐️ https://t.co/VyoDXQDIsF,0,0,2330
2331,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/aNCWWJOg28",4,2,2331
2332,suryo45779516,UPP Kab.Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa pa'bumbungang kec.eremerasa Sekaligus sosialisasi sapu bersih pungutan liar...🖐️🖐️🖐️ https://t.co/D8M0WqaXpZ,0,0,2332
2333,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/OVg9vIeov7",4,2,2333
2334,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/R9EWj14WVx",3,2,2334
2335,red1n1earth,"#JanganPergiDulu
Stay safe ♥️
Prokes 5M 👍
Ayo vaksin 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/lVN449C62h",3,3,2335
2336,KristianLambe2,&lt;Pemerintah Persiapkan Vaksin Nusantara Jadi Booster Vaksin COVID-19 http:https://t.co/q361I9vzyn,0,0,2336
2337,PolsekBatangKui,"Giat Pawas beserta piket fungsi laksanakan Patroli vaksin covid -19 di Puskesmas Bt.Kuis.
https://t.co/79gaZYdVkq",1,0,2337
2338,GoSumutdotcom,PT Permata Hijau Sawit Mananti Dukung Vaksinasi Covid-19 dan Salurkan CSR ke Peserta Vaksin https://t.co/0BmN2BfLI0,0,1,2338
2339,urbanasiacom,"Pakar Mikrobiologi Klinik Universitas Gadjah Mada (UGM) Tri Wibawa mengatakan, semua vaksin memiliki potensi untuk dipakai sebagai booster vaksin COVID-19.

https://t.co/z7slvmStWl",0,0,2339
2340,FirmRei,Gratis Pertamax Di SPBU 35 42201 Kadusuluh Usai Vaksin Covid-19 https://t.co/Bhdwz46fQx,0,0,2340
2341,KontanNews,"UPDATE Vaksinasi Covid-19 Per 23 Desember: Ada Penambahan 1,74 Juta Dosis Vaksin https://t.co/b2Vmt5UdgZ #COVID-19",0,0,2341
2342,txtdaritekdi,"Selama tahun 2021, teknologi telah membawa kita pada terobosan terkemuka dan hal-hal tidak terduga, seperti vaksin untuk COVID-19, dan pengakuan luar biasa dari Apple #teknologi #tech #gadget https://t.co/qP3VVfMuwJ",0,0,2342
2343,iamgepe,"acehkini: Dirlantas Polda Aceh telah mengeluarkan aturan tentang wajib menunjukkan sertifikat vaksin COVID-19 bagi semua penumpang angkutan umum di Aceh, namun belum ada peningkatan pemeriksaan bagi penumpang yang menyeberang ke Sabang dari Pelabuhan Ule… https://t.co/gdNSJHIiMX",0,0,2343
2344,suaramerdeka,"Pria di Pinrang yang Viral Jadi Joki Vaksin Hingga Disuntik 17 Kali, Satgas Covid 19 Ungkap Penyebabnya https://t.co/ZmmtQ8oZIi",0,0,2344
2345,buddykuofficial,"Mantan presiden Amerika Serikat, Donald Trump mengungkapkan untuk pertama kalinya bahwa dia telah menerima suntikan vaksin booster COVID-19, dan beberapa dari pendukungnya tidak senang.

Gimana nih keputusannya Om Donald menurut Buddies? 
https://t.co/WRyXTEs4f3",0,0,2345
2346,voaindonesia,"Nigeria pada Rabu (22/11) memusnahkan 1 juta lebih dosis vaksin COVID-19 AstraZeneca setelah pihak berwenang mengatakan vaksin tersebut tidak bisa digunakan sebelum tanggal kedaluwarsa.

https://t.co/LLQf3HPXES",7,0,2346
2347,RDI_Semarang,"kita harus tetap WASPADA karena Covid-19 MASIH ADA. Disiplin memakai Masker telah terbukti mencegah penularan hingga 80%..! Dan Vaksinasi lengkap akan menekan risiko kematian 73%.

Masker dan Vaksin adalah DUA SEJOLI saat pandemi. Keduanya saling melengkapi. https://t.co/FjCkE3qa4E",1,0,2347
2348,ema_axa,Militer AS Kembangkan Vaksin Covid-19 Diklaim Ampuh Lawan Semua Varian https://t.co/QfjAD8MnfB https://t.co/iC5P9eFeic,0,0,2348
2349,pikiran_rakyat,"Presiden Jokowi: Penanganan Pandemi Covid-19 di Indonesia Merupakan Hasil Gotong Royong Masyarakat

https://t.co/srl7iyw2jT

#presiden #jokowi #penanganan #gotongroyong #vaksin #pandemi #ppkm #corona #virus #covid19 #indonesia #nasional #prmn #pikiranrakyat #prmnsahabatumkm",1,1,2349
2350,Chuan_Driana,"@Ayang_Utriza @KemenkesRI Februari 2 kali vaksin, Sinovac semua, Juli harusnya saya divaksin booster Moderna krn kerja di RS, ternyata pas Juli.. Allah nge'booster' saya langsung dengan virus covid-19 yang asli, langsung seasli2nya 😂",0,0,2350
2351,PakBhabin_Badau,"𝘀𝗲𝗯𝗮𝗶𝗸-𝗯𝗮𝗶𝗸𝗻𝘆𝗮 𝘆𝗮! 😉

Ingat!! 🧐
Semua Jenis Vaksin aman dan efektif melindungi diri dan keluarga dari paparan virus Covid-19. Dengan Vaksinasi Covid-19 yang dilakukan dapat membentuk antibodi sehingga dapat menciptakan herd immunity atau kekebalan kelompok",0,0,2351
